message,label
wait msg ltgt min,0
come slave going shell unconsciously avoiding making unhappy,0
never wanted tell im short onedge late,0
mm way railway,0
88800 89034 premium phone service call 08718711108,1
chance might evaporated soon violated privacy stealing phone number employer paperwork cool please contact report supervisor,0
thats fine ill bitch later,0
urgent mobile awarded £1500 bonus caller prize 27603 final attempt 2 contact u call 08714714011,1
hi hope ur day good back walk table booked half eight let know ur coming,0
freezing home yet remember kiss mom morning love think missing yet,0
kothi print marandratha,0
way send shade stuff wonderful,0
im glad following dream,0
ok,0
ok stay night xavier sleeping bag im getting tired,0
yeah thats thinking,0
gud mrng dear hav nice day,0
got call landline number asked come anna nagar go afternoon,0
anyone call treadmill say youll buy make sure working found ad craigslist selling ltgt,0
honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn,0
summer finally fancy chat flirt sexy single yr area get matched reply summer free 2 join optout txt stop help08714742804,1
hey told name gautham ah,0
aiyo bit pai seh ü noe scared dun rem die hee become better lookin oredi leh,0
noe la u wana pei bf oso rite k lor day den,0
also bringing galileo dobby,0
draw vai dont think,0
lord ringsreturn king store nowreply lotr 2 june 4 chance 2 win lotr soundtrack cd stdtxtrate reply stop end txts,1
hey there veggie pizza,0
sorry hurt,0
today song dedicated day song u dedicate send ur valuable frnds first rply,0
want explicit sex 30 sec ring 02073162414 cost 20pmin gsex pobox 2667 wc1n 3xx,1
jokin oni lar ü busy wun disturb ü,0
wamma get laidwant real doggin location sent direct mobile join uk largest dogging network txt dog 69696 nownyt ec2a 3lp £150msg,1
jus finish blowing hair u finish dinner already,0
otherwise part time job natuition,0
wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,0
talking thats de wont,0
im meeting call later,0
cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one,0
babe hope ok shit night sleep fell asleep 5im knackered im dreading work tonight thou upto tonight x,0
huh lei,0
wot wed nite 3 til 9,0
ok,0
sale arsenal dartboard good condition double treble,1
free 1st week entry 2 textpod 4 chance 2 win 40gb ipod £250 cash every wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020,1
want grasp pretty booty,0
ok askd u knw tht,0
good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,0
know dad back,0
tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,0
yo watching movie netflix,0
sorry ill call later,0
think go honesty road call bank tomorrow tough decision make u great people,0
oh fine ill tonight,0
certainly put thing perspective something like happens,0
get dump heap mom decided come lowes boring,0
thanks lot wish birthday thanks making birthday truly memorable,0
purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,0
eye philosophy,0
wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care,0
im da bus going home,0
thats cool ill come like ltgt ish,0
ur ringtone service changed 25 free credit go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt,1
beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night,0
come home dont want u miserable,0
tell reached,0
first time history need comfort luxury sold price india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,0
shall come get pickle,0
im working technical support voice process,0
waking 4 afternoon sup,0
u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard 4 smth lor,0
carlosll minute still need buy,0
seems unnecessarily hostile,0
another month need chocolate weed alcohol,0
leaving yet ok lor go elsewhere n eat u thk,0
see thought,0
ü v fan,0
surfing online store offer want buy thing,0
wats dear sleeping ah,0
blanket sufficient thx,0
said kiss kiss cant sound effect gorgeous man isnt kind person need smile brighten day,0
sent ltgt buck,0
yesmum lookin strong,0
gon na go get taco,0
wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text,1
arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,0
pick ur fone u dumb,0
honestly ive made lovely cup tea promptly dropped key burnt finger getting,0
said look pretty wif long hair wat thk he cutting quite short 4 leh,0
awesome think get 8th usf time tonight,0
ill little closer like bus stop street,0
guy,0
please call customer service representative freephone 0808 145 4742 9am11pm guaranteed £1000 cash £5000 prize,1
slept thinkthis time ltgt pm dangerous,0
much r ü willing pay,0
take ltgt min,0
end might still vomit okay everything come,0
yup havent want go yoga call book,0
ok every night take warm bath drink cup milk youll see work magic still need loose weight know,0
120 call cost guess isnt bad miss ya need ya want ya love ya,0
dont think spatula hand,0
congratulation ur awarded either yr supply cd virgin record mystery gift guaranteed call 09061104283 tscs wwwsmsconet £150pm approx 3mins,1
dear voucher holder claim week offer pc please go httpwwwetlpcoukreward tscs apply,1
private 2003 account statement 07808247860 show 800 unredeemed point call 08719899229 identifier code 40411 expires 061104,1
ü thk wat eat tonight,0
dad gon na call get work ask crazy question,0
receiving week triple echo ringtone shortly enjoy,1
hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx,0
hows thing quick question,0
good weekend,0
yeah think usual guy still passed last night get ahold anybody let know ill throw,0
u early,0
dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,0
nvm im going wear sport shoe anyway im going late leh,0
‘ £6 get ok,0
congratulation thanks good friend u £2000 xmas prize 2 claim easy call 08712103738 10p per minute btnationalrate,1
also hi wesley howve,0
haiyoh maybe hamster jealous million,0
dint come u,0
rajipls favour pls convey birthday wish nimya pls today birthday,0
well right im gon na get check today steam salespee text want come get,0
ok lor,0
ill probably tomorrow even later tonight somethings going,0
world famamus,0
er yep sure prop,0
updatenow 12mths half price orange line rental 400minscall mobileupd8 08000839402 call2optoutj5q,1
4 let go bill miller,0
yet chikkugoing room nw im bus,0
generally isnt one uncountable noun u dictionary piece research,0
want explicit sex 30 sec ring 02073162414 cost 20pmin,1
wishing family merry x ma happy new year advance,0
let know contact ive settled room let know ok,0
thanks message really appreciate sacrifice im sure process direct pay find way back test tomorrow im class wonderful day,0
get free call,0
hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks 4 hr last nite2 today wrk,0
dare change ring,0
ill mu like ltgt second,0
cashbincouk get lot cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away,1
wen get spiritual deep thats great,0
grandma oh dear u still ill felt shit morning think hungover another night leave sat,0
yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger,0
took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow,0
u calling right call hand phone,0
account refilled successfully inr ltdecimalgt keralacircle prepaid account balance r ltdecimalgt transaction id kr ltgt,0
yeah jus rite,0
easy mate guess quick drink bit ambitious,0
shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck,0
reverse cheating mathematics,0
hey dont forget mine possession property mmm childish smile,0
hey whats u sleeping morning,0
free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 1st free tone 3x£150pw e£nd txt stop,1
first time everything,0
enjoying semester take care brother,0
exam february 4 wish great day,0
kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb 1,0
come mu sorting narcotic situation,0
boy best get yo as quick,0
anytime,0
yes meet town co go gep home could text bus stop dont worry well finished march … ish,0
sim subscriber selected receive bonus get delivered door txt word ok 88600 claim 150pmsg exp 30apr,1
absolutely love south park recently started watching office,0
peteis phone still jenny college leannewhat,0
interested like,0
lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468,1
want ltgt r dado,0
urgent trying contact u today draw show £800 prize guaranteed call 09050001808 land line claim m95 valid12hrs,1
oh yeah diet flew window,0
oh unintentionally bad timing great finger train play along give fifteen min warning,0
many day since,0
important customer service announcement premier,1
pen thing beyond joke wont biro dont master cant ever,0
drop tank,0
awesome plan get time like ltgt ill text detail wee bit,0
nationwide auto centre something like newport road liked,0
im going 2 orchard laready reaching soon u reaching,0
jus came back fr lunch wif si u leh,0
yeah get random dude need change info sheet party ltgt 7 never study safe,0
messageno responcewhat happend,0
rock yr chik get 100 filthy film xxx pic yr phone rply filth 69669 saristar ltd e14 9yt 08701752560 450p per 5 day stop2 cancel,1
urgent please call 09061213237 landline £5000 cash luxury 4 canary island holiday await collection tc sae po box 177 m227xy 150ppm 16,1
hi harishs rent transfred ur acnt,0
freemsg hey im buffy 25 love satisfy men home alone feeling randy reply 2 c pix qlynnbv help08700621170150p msg send stop stop txts,1
sorry ill call later,0
aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,0
oh yeah clearly fault,0
hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hug snogs,0
money r lucky winner 2 claim prize text money 2 88600 £1million give away ppt150x3normal text rate box403 w1t1jy,1
wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem,0
ok lor,0
neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,0
nah cant help ive never iphone,0
yep dereks house see sunday lt3,0
many thing antibiotic used chest abdomen gynae infection even bone infection,0
challenge know,0
hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,0
free entry £250 weekly competition text word win 80086 18 tc wwwtxttowincouk,1
busy trying finish new year looking forward finally meeting,0
remember hurt day satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,0
picking various point,0
2nd time tried contact u u £1450 prize claim call 09053750005 b4 310303 tcsstop sm 08718725756 140ppm,1
ron say fri leh n said ding tai feng cant make reservation said wait lor,0
dear voucher holder claim week offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop text txt stop 80062,1
dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard,0
ok leave need ask,0
usualiam fine happy amp well,0
customer service announcement recently tried make delivery unable please call 07090298926 reschedule ref9307622,1
told coming wednesday,0
guaranteed £1000 cash £2000 prizeto claim yr prize call customer service representative,1
hear loud scream ltgt minute cause gyno shoving thing dont belong,0
freemessage jamsterget crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbpweek 16only tc apply,1
urgent trying contact last weekend draw show £900 prize guaranteed call 09061701939 claim code s89 valid 12hrs,1
yun buying school got offer 2000 plus,0
k wat tht incident,0
say thanks2,0
ok lor,0
full heat pa applyed oil pa,0
sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish entered cabin pa said happy bday bos felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife parent kidz friend n colleague screaming surprise waiting sofa naked,0
join uk horniest dogging service u sex 2nite sign follow instruction txt entry 69888 nytec2a3lpmsg150p,1
anything lor toa payoh got place 2 walk meh,0
reminder downloaded content already paid goto httpdoit mymoby tv collect content,1
specialisation work slave labor look month sha co shakara 4 beggar,0
got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling,0
cha quiteamuzing thatscool babeprobpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portion 4 please,0
moon come color dream star make musical sm give warm peaceful sleep good night,0
dont make life stressfull always find time laugh may add year life surely add life ur year gud ni8swt dream,0
lol boo hoping laugh,0
wondarfull song,0
right though cant give space want need really starting become issue going suggest setting definite move outif im still greece maybe ready,0
got home babe still awake,0
painful personal thought always try keep everybody happy time nobody recognises alone,0
hey want crave miss need love ahmad saeed al hallaq,0
short cute good person dont try prove gud noon,0
yes pretty lady like single,0
congratulation thanks good friend u £2000 xmas prize 2 claim easy call 08718726971 10p per minute btnationalrate,1
moby pub quizwin £100 high street prize u know new duchess cornwall txt first name 82277unsub stop £150 008704050406 sp arrow,1
remind get shall,0
actually fuck whatever find excuse tampa point january though,0
sent scream moan bed princess,0
err cud im going 8pm havent got way contact,0
would im still cozy exhausted last nightnobody went school work everything closed,0
im done,0
hello darlin ive finished college txt u finish u love kate xxx,0
look like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer,0
dunno dad said coming home 2 bring u 4 lunch yup go w u lor call u reach school lor,0
kkyesterday cbe,0
u get pic msg phone,0
depends would like treated,0
dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday,0
left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc ltgt,0
tell friend plan valentine day lturlgt,0
im fine babe aint 2 much tho saw scary movie yest quite funny want 2mrw afternoon town mall sumthinxx,0
hello need posh bird chap user trial prod champneys put need address dob asap ta r,1
85233 freeringtonereply real,1
abt making pic bigger,0
sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish,0
wewa 130 iriver 255 128 mb,0
aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning,0
sent like,0
aight well head,0
aight thatll work thanks,0
win £1000 cash prize prize worth £5000,1
wishing beautiful day moment revealing even thing keep smiling enjoy,0
oh kim watching,0
people tour thought sofa thing sent curious sugar,0
okay booked already including one bugis,0
splashmobile choose 1000 gr8 tone wk subscrition service weekly tone costing 300p u one credit kick back enjoy,1
work week,0
call say coming today ok tell fool like ok,0
arun u transfr amt,0
geeee miss already know think fuck cant wait till next year together loving kiss,0
let snow let snow kind weather brings ppl together friendship grow,0
sleepingand surfing,0
willing go aptitude class,0
keep safe need miss already envy everyone see real life,0
ill get tomorrow send,0
hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uk biggest live service vu bcm1896wc1n3xx,1
sorry ill call later,0
night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,0
cool let know kick around ltgt ill day,0
contract mobile 11 mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,1
ah poop look like ill prob send laptop get fixed cuz gpu problem,0
gon na blake night might able get little early,0
reason team budget available last buy unsold player base rate,0
r u sam p eachother meet go 2 house,0
lol knew saw dollar store,0
took mr owl 3 lick,0
watching tv lor,0
yo gon na still stock tomorrowtoday im trying get dubsack,0
great shoot big load get ready,0
mm entirely sure understood text hey ho weekend,0
one doesnt stalk profile,0
oh ya ya remember da,0
fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like 2 hit,0
alright see bit,0
wat time ü finish,0
okie,0
wont touch permission,0
bloody hell cant believe forgot surname mr ill give u clue spanish begin,0
better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,0
joy father john john name joy father mandan,0
also didnt get na hi hi hi hi hi,0
well done 4 costa del sol holiday £5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins,1
planned yet going join company jan 5 onlydon know happen,0
reach ten morning,0
den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
cool want go kappa meet outside mu,0
carlos taking sweet time usual let know patty donewant smoke ill tell haul as,0
aiyah wait lor u entertain hee,0
know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop,0
oh ok prob,0
dear call tmorrowpls accomodate,0
ceri u rebel sweet dreamz little buddy c ya 2moro need bloke,0
thats fine give call know want question,0
please charge mobile get morning,0
oic saw tot din c found group liao,0
okok okthenwhats ur today plan,0
hey ive booked 2 lesson sun liao,0
dont know im raping dude poker,0
urgent mobile awarded £2000 bonus caller prize 5903 final try contact u call landline 09064019788 box42wr29c 150ppm,1
today voda number ending 5226 selected receive 350 award hava match please call 08712300220 quoting claim code 1131 standard rate app,1
gudnitetcpractice going,0
bored housewife chat n date 08717507711 btnational rate 10pmin landline,1
boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt,1
dear got bus directly calicut,0
nice day dear,0
nothing,0
sea lay rock rock envelope envelope paper paper 3 word,0
take u shopping mark distract isaiahd,0
package program well,0
good well find way,0
done handed celebration full swing yet,0
em olowoyey uscedu great time argentina sad secretary everything blessing,0
thanx yup coming back sun finish dinner going back 2 hotel time fly tog 4 exactly mth today hope well haf many mths come,0
oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,0
aathiwhere dear,0
hcl chennai requires fresher voice processexcellent english neededsalary upto ltgt call mssuman ltgt telephonic interview via indyarockscom,0
smsservices yourinclusive text credit pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,1
hey going quit soon xuhui working till end month,0
winner specially selected receive £1000 cash £2000 award speak live operator claim call 087123002209am7pm cost 10p,1
want 750 anytime network min 150 text new video phone five pound per week call 08002888812 reply delivery tomorrow,1
lmao ok wont needing u hair anymore,0
yeah usual guy town therere definitely people around know,0
ltgt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas ltgt good morning afternoon evening night rememberi first wishing u theseyours raj,0
faith make thing possiblehope make thing worklove make thing beautifulmay three christmasmerry christmas,0
size elephant tablet u shove um ur as,0
yup need ill jus wait 4 e rain 2 stop,0
im diet ate 1 many slice pizza yesterday ugh im always diet,0
aathiwhere dear,0
beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning,0
study alone without anyones help cant need study,0
well im glad didnt find totally disagreeable lol,0
correct work today,0
posible dnt live ltgt century cm frwd n thnk different,0
oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rent,0
yeah got one lined u,0
nutter cutter ctter cttergg cttargg ctargg ctagg ie,0
although told u dat im baig face watch really like e watch u gave co fr u thanx 4 everything dat uve done today im touched,0
2 doc appointment next week im tired shoving stuff ugh couldnt normal body,0
actually getting ready leave house,0
ok going sleep hope meet,0
mean still think teju,0
da run activate full version da,0
time week ryan,0
hi msg meim office,0
eat fo lunch senor,0
sexy single waiting text age followed gender wither f eg23f gay men text age followed g eg23g,1
whats oga left phone home saw ur message hope good great weekend,0
new 2 club dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1minmobsmore lkpobox177hp51fl,1
ü got wat buy tell u ü need come,0
say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,0
love girl office may wonder smiling sore,0
im home doc gave pain med say everything fine,0
guess somebody know secretly fancy wan na find give u call 09065394973 landline datebox1282essexcm61xn 150pmin 18,1
new car house parentsi new job hand,0
mode men left,0
ok im sure time finish tomorrow wan na spend evening co would vewy vewy lubly love xxx,0
cant pick phone right pls send message,0
dance river,0
u 2,0
mobile numberpls sm ur mail idconvey regard achanammarakheshqatar,0
long take get,0
time want come,0
im always yahoo messenger send message ill get may send mobile mode sha ill get reply,0
bus leaf ltgt,0
hey galsu wan na meet 4 dinner nìte,0
know people still town,0
making easy pay back ltgt yr say pay back earlier get,0
ive reached already,0
hi probably much fun get message thought id txt u co im bored james farting night,0
today system sh get readyall well also deep well,0
late,0
yup already thanx 4 printing n handing,0
great run ttyl,0
hey tell blake address carlos wanted meet got lost he answering phone,0
going take babe,0
ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read,0
forwarded 21870000hi mailbox messaging sm alert 40 match please call back 09056242159 retrieve message match cc100pmin,1
k k pa lunch aha,0
unless situation go gurl would appropriate,0
5 free top polyphonic tone call 087018728737 national rate get toppoly tune sent every week text subpoly 81618 £3 per pole unsub 08718727870,1
gr8 see message r u leaving congrats dear school wat r ur plan,0
guaranteed 32000 award maybe even £1000 cash claim ur award call free 0800 18 legitimat efreefone number wat u think,1
im outside island head towards hard rock youll run,0
oooh got plenty,0
goodmorning today late 2hrs back pain,0
baby promise treat well bet take good care,0
tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705,1
yes place town meet exciting adult single uk txt chat 86688 150pmsg,1
nope ill come online,0
co darren say ü considering mah ask ü,0
come aftr ltdecimalgt cleaning house,0
dnt worryuse ice piece cloth packalso take 2 tablet,0
yeah ‘ stand close tho ‘ catch something,0
rajipls favour pls convey birthday wish nimya pls today birthday,0
oh forwarded message thought send,0
slow using biolas fne,0
think disturbing da,0
yeshere tv always available work place,0
sday joinedso training started today,0
sent type food like,0
07732584351 rodger burn msg tried call reply sm free nokia mobile free camcorder please call 08000930705 delivery tomorrow,1
derek done class,0
1 thing change sentence want 2 concentrate educational career im leaving,0
gud mrng dear hav nice day,0
ü pay first lar da stock comin,0
great hear settling well whats happenin wit ola,0
wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
dunno lei ü decide lor abt leona oops tot ben going n msg,0
home also,0
double min txts orange 12 price linerental motorola sonyericsson btooth freenokia free call mobileupd8 08000839402 or2optouthv9d,1
thanx lot 4 ur help,0
derp worse dude always want party dude file complaint three drug abuser life,0
kay since already,0
good day mine really busy much tomorrow night,0
thats going ruin thesis,0
kkhow sister kid,0
love aathilove u lot,0
still area restaurant ill try come back soon,0
way ur home,0
oh oh wasted den muz chiong sat n sun liao,0
well im going aunty,0
much got cleaning,0
many people seems special first sight remain special till last sight maintain till life end shjas,0
hurry ive weeddeficient like three day,0
guy bitching acted like id interested buying something else next week gave u free,0
today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,0
hello damn christmas thing think decided keep mp3 doesnt work,0
hey tmr meet bugis 930,0
right ill make appointment right,0
much eighth,0
sir late paying rent past month pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks,0
lol u come idea,0
show ur colour euro 2004 241 offer get england flag 3lions tone ur phone click following service message info,1
545 lor ya go 4 dinner together,0
dont think turn like randomlly within 5min opening,0
people game im mall iouri kaila,0
k addie amp art ill get home,0
thanks da thangam feel happy dear also miss da,0
december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,1
yes know cheesy song frosty snowman,0
sign maturity start saying big thing actually start understanding small thing nice evening bslvyl,0
hey r watching movie tonight ill prob b home early,0
always saying welp,0
collect ur laptop,0
aiyo u poor thing u dun wan 2 eat u bathe already,0
think asking gym excuse lazy people jog,0
sm auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,1
please call customer service representative freephone 0808 145 4742 9am11pm guaranteed £1000 cash £5000 prize,1
oh love soooo good hear omg missed much today im sorry problem provider thank tming,0
yeah basically time next week get away mom amp get 3,0
updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double min 1000 txt orange call mobileupd8 08000839402 call2optoutf4q,1
mobile 11 month u r entitled update latest colour mobile camera free call mobile update co free 08002986030,1
great,0
stop old man get build snowman snow angel snowball fight,0
friend u stay fb chat,0
co shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor,0
good swimsuit allowed,0
big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobile vary,1
fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,0
still havent collected dough pls let know go place sent get control number,0
know pls open back,0
erm thought contract ran the4th october,0
date sunday,0
sister belongs 2 family hope tomorrow pray 4 herwho fated 4 shoranur train incident let hold hand together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pas stop violence woman,0
lol real told dad cancer,0
wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,0
maybe westshore hyde park village place near house,0
didnt get hep b immunisation nigeria,0
night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,0
da good good playerwhy unsold,0
okey dokey swashbuckling stuff oh,0
im done c ü,0
shuhui bought ron present swatch watch,0
storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person bt girlfrnd g n g h,0
okay wait ah,0
1 new voicemail please call 08719181513,1
networking technical support associate,0
wah okie okie muz make use e unlimited haha,0
u definitely need module e humanity dis sem izzit u wan 2 take module 1st,0
check room befor activity,0
ok careful dont text drive,0
alright tyler got minor crisis home sooner thought asap,0
ü ask dad pick ü lar ü wan 2 stay 6 meh,0
dunno close oredi ü v fan,0
much buzy,0
u gon na get deus ex,0
yeh indian nice tho kane bit shud go 4 drink sometime soon mite hav 2 go 2 da work 4 laugh soon love pete x x,0
jus finish lunch way home lor tot u dun wan 2 stay sch today,0
shit babe thasa bit messed upyeh shudvetold u urgran knowneway illspeak 2 u2moro wen im asleep,0
yup studying surfing lor im e lazy mode today,0
back good journey let know need receipt shall tell like pendent,0
haha okay today weekend leh,0
omg make wedding chapel frontierville get good stuff,0
spare power supply,0
da car park,0
ku also dont msg reply msg,0
k ill 4,0
valued customer pleased advise following recent review mob awarded £1500 bonus prize call 09066368470,1
need 8th im campus atm could pick hour two,0
well officially philosophical hole u wan na call home ready saved,0
hey company elama po mudyadhu,0
noooooooo please last thing need stress life fair,0
got smaller capacity one quite ex,0
yup n fren lor im meeting fren 730,0
call da waiting call,0
awesome lem know whenever youre around,0
new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl,1
dare stupid wont tell anything hear wont talk,0
‘ give flying monkey wot think certainly ‘ mind friend mine,0
2mro coming gym machan goodnight,0
dun wear jean lor,0
would smoking help u work difficult time,0
nothing got msg frm tht unknown,0
oh yeah forgot u take 2 shopping,0
haha good hear im officially paid market 8th,0
call later dont network urgnt sm,0
im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheer,0
know lab goggles went,0
taste fish curry p,0
im cool ta luv vtired 2 cause doin load planning wk got social service inspection nursery take care spk sn x,0
early bird purchase yet,0
latest news police station toilet stolen cop nothing go,1
whats feathery bowa something guy dont know,0
getting touch folk waiting company txt back name age opt enjoy community 150psms,1
well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx £150,1
train back northampton im afraid,0
ive told everything stop dont let get dehydrated,0
whats happening gotten job begun registration permanent residency,0
ill ltgt ok,0
theoretically yeah could able come,0
hey happened u switch ur cell whole day isnt good u care give call tomorrow,0
6 ft good combination,0
need say anything know outsider,0
freemsg 1month unlimited free call activate smartcall txt call 68866 subscriptn3gbpwk unlimited call help 08448714184 stoptxt stop landlineonly,1
information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please dont try bullshit make want listen less,0
time month mid time,0
wat time liao still got,0
good morning princess,0
dont put stuff road keep getting slippery,0
dear chechi talk,0
ok r meeting later,0
webpage available,0
nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,1
wot u 2 bitch,0
ü come lt 25 n pas lar,0
sorry missed call please call back,0
forgot working today wan na chat thing ok drop text youre free bored etc ill ring hope well nose essay xx,0
hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola,0
ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,0
urgent mobile number awarded £2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,1
havent seen facebook huh lol,0
kkhow much cost,0
got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozadecoukwrc itcould u,1
rct thnq adrian u text rgds vatian,1
cool text head,0
thats necessarily respectful,0
1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting,0
wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened,0
ryder unsoldnow gibbs,0
4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tc,1
2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate,1
norm tomorrow finish 415 co st test need sort library stuff point tomo got letter today access til end march better get move,0
ü wait 4 sch finish ard 5,0
wan na watch movie,0
private 2003 account statement show 800 unredeemed sim point call 08718738001 identifier code 49557 expires 261104,1
cant pick phone right pls send message,0
ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk 2 u sn lot lovejen xxx,0
hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss,0
